address,address2,almond,beverageonly,city,co_brander_cd,combostore,country,county,dma_cd,drivein,dunkincardenabled,faxnumber,fri_hours,k_cup,lat,lng,loyalty,mobile,mon_hours,phonenumber,postal,recordid,sat_hours,sitetype,statename,sun_hours,thu_hours,tue_hours,turbooven,wed_hours,wireless
49 Nassau Street,,Y,N,New York,,N,US,New York,501,N,Y,--,05:00-23:00,Y,40.70888,-74.0091,Y,Y,05:00-23:00,212-619-0005,10038,351251,05:00-23:00,SI,NY,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,N
100 Maiden Ln,,Y,N,New York,,N,US,New York,501,N,Y,--,05:00-21:00,Y,40.706854,-74.007154,Y,Y,05:00-21:00,212-785-1080,10038,345761,06:00-19:00,SI,NY,06:00-19:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
2317 Ralph Ave,,Y,N,Brooklyn,GLF,N,US,Kings,501,N,Y,--,24HOURS,Y,40.62136,-73.91703,Y,Y,24HOURS,718-444-0244,11234,349367,24HOURS,GC,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,E
1467 Nostrand Ave,,Y,N,Brooklyn,,Y,US,KINGS,501,N,Y,718-832-0844,05:00-23:00,Y,40.65038,-73.94942,Y,Y,05:00-23:00,212-713-2738,11226,339430,05:00-23:00,IN,NY,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,Y
1055 Hamburg Tpke,,Y,N,Wayne,,N,US,Passaic,501,N,Y,973-872-4648,24HOURS,Y,40.958928,-74.237428,Y,Y,24HOURS,973-872-0530,7470,300362,24HOURS,IN,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
50 Pine St,Unit C-1,Y,N,New York,,N,US,New York,501,N,Y,--,05:00-23:00,Y,40.70684,-74.00879,Y,Y,05:00-23:00,646-678-4029,10005,350713,05:00-23:00,SI,NY,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,Y
185 Squirrelwood Rd,Luk Oil,Y,N,West Paterson,KUK,N,US,Passaic,501,N,Y,973-837-1076,06:00-22:00,Y,40.902024,-74.191182,Y,Y,06:00-22:00,973-278-1091,7424,345784,06:00-22:00,GC,NJ,06:00-22:00,06:00-22:00,06:00-22:00,Y,06:00-22:00,Y
Union Valley Road,West Milford Twp,Y,N,West Milford,,N,US,PASSAIC,501,Y,Y,--,05:00-23:00,Y,41.132095,-74.367898,Y,Y,05:00-22:00,973-728-6111,7480,331605,06:00-23:00,FS,NJ,06:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
318 Central Ave,,Y,N,Jersey City,,N,US,Hudson,501,N,Y,--,05:00-00:00,Y,40.745576,-74.049434,Y,Y,05:00-00:00,201-792-9595,7307,304784,05:00-00:00,EC,NJ,05:00-00:00,05:00-00:00,05:00-00:00,Y,05:00-00:00,Y
148 Smith St,,Y,N,Brooklyn,,Y,US,Kings,501,N,Y,718-406-0387,05:00-23:00,Y,40.686664,-73.99062,Y,Y,05:00-23:00,718-403-0386,11201,338221,05:00-23:00,SE,NY,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,N
100 Laurel Hill Dr (NJT-RR),Secaucus Train Station,Y,N,Secaucus,,N,US,Hudson,501,N,Y,201-420-4845,05:30-22:00,,40.765298,-74.069611,,N,05:30-22:00,201-420-4845,7096,346803,07:00-21:00,MT,NJ,07:00-21:00,05:30-22:00,05:30-22:00,Y,05:30-22:00,E
3438 John F Kennedy Blvd,,Y,N,Jersey City,,N,US,Hudson,501,N,Y,--,04:00-22:00,Y,40.749675,-74.054789,Y,Y,04:00-22:00,201-216-1066,7307,348578,04:00-22:00,SE,NJ,04:00-22:00,04:00-22:00,04:00-22:00,Y,04:00-22:00,N
19 Rector St,,Y,N,New York,,N,US,New York,501,N,Y,212-785-8111,05:00-22:00,Y,40.708096,-74.014151,Y,Y,05:00-22:00,212-785-8111,10006,348020,06:00-21:00,SI,NY,06:00-19:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
721 Flatbush Ave,,Y,N,Brooklyn,,N,US,Kings,501,N,Y,--,05:00-23:00,Y,40.655372,-73.959681,Y,Y,05:00-23:00,718-940-6861,11226,348152,05:00-23:00,SI,NY,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,Y
4926 Avenue K,,Y,N,Brooklyn,,N,US,Kings,501,N,Y,--,04:00-12:00,Y,40.625671,-73.92782,Y,Y,04:00-12:00,718-968-1173,11234,347364,04:00-12:00,FS,NY,04:00-12:00,04:00-12:00,04:00-12:00,Y,04:00-12:00,Y
1220 Hamburg Tpke,Stop & Shop,Y,N,Wayne,SS,N,US,Passaic,501,N,N,--,06:00-21:00,,40.96067,-74.243123,,N,06:00-21:00,973-305-1333,7470,338975,06:00-21:00,SU,NJ,06:00-21:00,06:00-21:00,06:00-21:00,N,06:00-21:00,E
33 Beaver St,,Y,N,New York,,N,US,New York,501,N,Y,--,05:00-23:00,Y,40.704962,-74.011758,Y,Y,05:00-23:00,212-785-8001,10004,351785,05:00-23:00,SE,NY,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,Y
90 Broad St,,,N,New York,,N,US,New York,501,N,Y,--,05:00-23:00,Y,40.70367,-74.01166,Y,Y,05:00-23:00,212-422-7991,10004,351633,05:00-23:00,SI,NY,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,N
854 Jersey Ave,,Y,N,Jersey City,,N,US,Hudson,501,N,Y,--,24HOURS,Y,40.735066,-74.043737,Y,Y,24HOURS,201-222-0682,7310,335686,24HOURS,GC,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,E
873 Flatbush Ave,,Y,N,Brooklyn,,N,US,Kings,501,N,Y,718-736-0995,24HOURS,Y,40.65056,-73.95874,Y,Y,24HOURS,718-282-1238,11226,350541,24HOURS,SI,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,N
30 Mall Dr W,Newport Mall,Y,N,Jersey City,,N,US,Hudson,501,N,Y,--,07:30-21:30,Y,40.727722,-74.038674,Y,Y,07:30-21:30,201-963-6492,7305,351691,07:30-21:30,FC,NJ,09:00-18:30,07:30-21:30,07:30-21:30,Y,07:30-21:30,N
183 12th St,Cumberland Farms,Y,N,Jersey City,CMB,N,US,Hudson,501,Y,Y,201-863-2110,24HOURS,Y,40.729974,-74.041745,Y,Y,24HOURS,201-659-0777,7310,343356,24HOURS,GC,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,E
215 Fourteenth St,,Y,N,Jersey City,,Y,US,Hudson,501,N,Y,--,24HOURS,Y,40.732237,-74.044807,Y,Y,24HOURS,201-217-0009,7310,334948,24HOURS,EC,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,N
1014 Flatbush Ave,,Y,N,Brooklyn,,N,US,Kings,501,N,Y,--,05:00-23:00,Y,40.646449,-73.958068,Y,Y,05:00-23:00,347-240-1831,11226,351571,05:00-23:00,SE,NY,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,Y
306 7th Ave,,Y,N,Brooklyn,,N,US,Kings,501,N,Y,--,24HOURS,Y,40.66792,-73.98092,Y,Y,24HOURS,--,11215,349980,24HOURS,SI,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
1353 Ringwood Ave,,Y,N,Haskell,,Y,US,PASSAIC,501,N,Y,973-872-5261,24HOURS,Y,41.018601,-74.29682,Y,Y,24HOURS,973-616-7168,7420,337102,24HOURS,EC,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
463 Tonnele Ave,,Y,N,Jersey City,,N,US,Hudson,501,N,Y,201-869-6309,24HOURS,Y,40.746789,-74.061999,Y,Y,24HOURS,201-459-0006,7307,331310,24HOURS,FS,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
400 Luis Munoz Martin Blvd,Shoprite,Y,N,Jersey City,SR,N,US,Hudson,501,N,Y,201-295-0140,06:30-23:00,Y,40.722955,-74.038847,Y,Y,06:30-23:00,201-420-0027,7302,341846,06:30-23:00,SU,NJ,06:30-23:00,06:30-23:00,06:30-23:00,Y,06:30-23:00,E
425 Valley Brook Ave,,Y,N,Lyndhurst,,N,US,Bergen,501,N,Y,201-438-8846,24HOURS,Y,40.811608,-74.123683,Y,Y,24HOURS,201-896-1115,7071,304821,24HOURS,IN,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
383 Court St,,Y,N,Brooklyn,,Y,US,Kings,501,N,Y,718-797-3543,05:00-23:00,Y,40.680449,-73.99667,Y,Y,05:00-23:00,718-797-3542,11231,343028,05:00-23:00,SE,NY,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,Y
147 Palisade Ave,,Y,N,Jersey City,,N,US,Hudson,501,N,Y,201-451-8614,04:00-00:00,Y,40.734063,-74.050794,Y,Y,04:00-00:00,201-420-4099,7306,343695,04:00-00:00,SE,NJ,04:00-00:00,04:00-00:00,04:00-00:00,Y,04:00-00:00,Y
572 Valley Rd,,Y,N,Wayne,STD,Y,US,PASSAIC,501,N,Y,--,05:30-22:00,Y,40.930234,-74.228016,Y,Y,05:30-22:00,973-696-3430,7470,331074,05:30-22:00,IN,NJ,06:00-22:00,05:30-22:00,05:30-22:00,Y,05:30-22:00,Y
1700 Church Ave,,Y,N,Brooklyn,,N,US,KINGS,501,N,Y,--,24HOURS,Y,40.649034,-73.963827,Y,Y,24HOURS,718-282-0112,11226,342307,24HOURS,SI,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
590 Route 3,,Y,N,Clifton,,N,US,Passaic,501,N,Y,--,24HOURS,Y,40.834057,-74.145922,Y,Y,24HOURS,973-928-6650,7014,349751,24HOURS,EC,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
1575 Flatbush Ave,,Y,N,Brooklyn,,N,US,KINGS,501,N,Y,--,24HOURS,Y,40.63242,-73.9472,Y,Y,24HOURS,718-434-3844,11210,306813,24HOURS,IN,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
1 Exchange Pl,,,N,Jersey City,,N,US,Hudson,501,N,N,201-534-4111,05:30-21:00,Y,40.71569,-74.033924,N,Y,06:00-21:00,201-435-4111,7302,345739,06:00-21:00,SI,NJ,06:00-21:00,06:00-21:00,06:00-21:00,Y,06:00-21:00,E
448 Fifth Ave,,Y,N,Brooklyn,,Y,US,KINGS,501,N,Y,718-238-9753,24HOURS,Y,40.669084,-73.986503,Y,Y,24HOURS,718-832-9460,11215,340450,24HOURS,FS,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
2344 Flatbush Ave,,Y,N,Brooklyn,,Y,US,KINGS,501,N,Y,718-238-9753,24HOURS,Y,40.612868,-73.926354,Y,Y,24HOURS,718-338-0530,11234,342887,24HOURS,FS,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
1922 Flatbush Ave # L,,Y,N,Brooklyn,,Y,US,KINGS,501,N,Y,--,24HOURS,Y,40.622668,-73.937353,Y,Y,24HOURS,718-758-0002,11210,304335,24HOURS,FS,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
2387 Hamburg Tpke,,Y,N,Wayne,,N,US,Passaic,501,N,Y,973-831-9814,05:00-23:00,Y,40.98886,-74.279287,Y,Y,05:00-23:00,973-831-9814,7470,306000,05:00-23:00,FS,NJ,05:00-22:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,Y
2926 Avenue I,,Y,N,Brooklyn,,Y,US,KINGS,501,N,Y,718-439-4258,05:00-00:00,Y,40.629003,-73.947417,Y,Y,05:00-00:00,718-252-5349,11210,343283,05:00-00:00,SE,NY,05:00-00:00,05:00-00:00,05:00-00:00,Y,05:00-00:00,Y
6000 Shore Pkwy,Mobil Station,Y,N,Brooklyn,MOB,N,US,Kings,501,N,Y,--,24HOURS,Y,40.592321,-73.908128,Y,Y,24HOURS,718-258-3241,11236,348791,24HOURS,GC,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,E
321 Grove St,,Y,N,Jersey City,,N,US,Hudson,501,N,Y,--,24HOURS,Y,40.719625,-74.04309,Y,Y,24HOURS,201-200-1166,7302,350685,24HOURS,SE,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
250 Prospect Park W,,Y,N,Brooklyn,,N,US,Kings,501,N,Y,--,05:00-23:00,Y,40.659085,-73.981618,Y,Y,05:00-23:00,917-596-4976,11215,352555,05:00-23:00,IN,NY,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,Y
1053 Bloomfield Ave,22 Styretowne Mall,Y,N,Clifton,BRD,Y,US,PASSAIC,501,N,Y,--,24HOURS,Y,40.841306,-74.159241,Y,Y,24HOURS,973-473-9631,7011,310459,24HOURS,FC,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
289 Hamilton Ave,,Y,N,Brooklyn,SUN,N,US,Kings,501,N,Y,718-237-0374,24HOURS,Y,40.676072,-74.000637,Y,Y,24HOURS,718-237-0374,11231,344472,24HOURS,GC,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,E
1506 Cortelyou Rd,,Y,N,Brooklyn,,N,US,Kings,501,N,Y,--,05:00-23:00,Y,40.64138,-73.96445,Y,Y,05:00-23:00,718-282-8800,11226,349671,05:00-23:00,SI,NY,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,Y
418 Coney Island Ave,,Y,N,Brooklyn,,N,US,KINGS,501,N,Y,--,24HOURS,Y,40.64769,-73.97162,Y,Y,24HOURS,718-437-7730,11218,332353,24HOURS,GC,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,E
137 12th St,,Y,N,Brooklyn,BRD,Y,US,Kings,501,N,Y,718-840-0446,24HOURS,Y,40.6718,-73.99698,Y,Y,24HOURS,718-840-0445,11215,304508,24HOURS,IN,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,N
552 3rd Ave,,Y,N,Brooklyn,,N,US,KINGS,501,Y,Y,718-788-1528,24HOURS,Y,40.6684,-73.99382,Y,Y,24HOURS,718-788-7888,11215,310177,24HOURS,FS,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
1007 McBride Ave,Unit B108,Y,N,West Paterson,,N,US,PASSAIC,501,N,Y,973-837-1076,06:00-22:00,Y,40.893063,-74.206435,Y,Y,06:00-22:00,973-837-1075,7424,340152,06:00-22:00,IN,NJ,06:00-22:00,06:00-22:00,06:00-22:00,Y,06:00-22:00,Y
1372 Clifton Ave,,Y,N,Clifton,,N,US,Passaic,501,N,Y,--,24HOURS,Y,40.853403,-74.173744,Y,Y,24HOURS,973-773-2130,7012,345783,24HOURS,IN,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
507 Summit Ave,,Y,N,Jersey City,,N,US,Hudson,501,N,Y,973-378-2433,05:00-00:00,Y,40.731585,-74.060271,Y,Y,05:00-00:00,201-963-2233,7306,304415,05:00-00:00,FS,NJ,05:00-00:00,05:00-00:00,05:00-00:00,Y,05:00-00:00,Y
10 Newkirk Plaza,,Y,N,Brooklyn,,N,US,KINGS,501,N,Y,718-421-4966,05:00-22:00,Y,40.635215,-73.962497,Y,Y,05:00-22:00,718-421-1947,11226,340157,05:00-22:00,FS,NY,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,N
1573 Main St,Wal*Mart #2047,Y,N,Palmyra,WLM,N,US,SOMERSET,537,N,Y,--,06:00-21:00,Y,44.837339,-69.296114,Y,Y,06:00-21:00,207-368-4401,4965,342042,06:00-21:00,MM,ME,06:00-21:00,06:00-21:00,06:00-21:00,Y,06:00-21:00,E
40 Journal Sq,,Y,N,Jersey City,BDT,N,US,Hudson,501,N,Y,201-216-9897,05:00-22:00,Y,40.731016,-74.06444,Y,Y,05:00-22:00,201-216-9797,7306,330060,05:00-22:00,SE,NJ,05:00-21:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
27 Park Ave,,Y,N,Nutley,,N,US,ESSEX,501,N,Y,973-667-8318,05:00-00:00,Y,40.811047,-74.140366,Y,Y,05:00-00:00,973-284-1021,7110,339362,05:00-00:00,FS,NJ,05:00-00:00,05:00-00:00,05:00-00:00,Y,05:00-00:00,Y
31 Broadway,,Y,N,Jersey City,,N,US,Hudson,501,N,Y,--,04:30-22:00,Y,40.735196,-74.068942,Y,Y,04:30-22:00,201-332-4300,7306,338581,04:30-22:00,SE,NJ,05:30-22:00,04:30-22:00,04:30-21:30,Y,04:30-22:00,Y
668 3rd Ave,,Y,N,Brooklyn,SUN,N,US,Kings,501,N,Y,718-369-0538,05:00-22:00,Y,40.664557,-73.997753,Y,Y,05:00-22:00,718-369-0537,11232,346219,05:00-22:00,GC,NY,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,N
532 Oxbow Rd,Rte 100,Y,N,Palmyra,,N,US,Somerset,537,Y,Y,978-682-2747,24HOURS,Y,44.836025,-69.289004,Y,Y,24HOURS,207-368-2162,4965,306526,24HOURS,FS,ME,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
1299 Us Highway 46,,Y,N,Little Falls,,N,US,Passaic,501,N,Y,--,05:00-22:00,Y,40.874062,-74.197564,Y,Y,05:00-22:00,973-256-7033,7424,330027,05:00-22:00,GC,NJ,05:00-21:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,E
906 Coney Island Ave,,Y,N,Brooklyn,,Y,US,KINGS,501,N,Y,718-998-2633,24HOURS,Y,40.63535,-73.96802,Y,Y,24HOURS,718-871-0526,11218,338871,24HOURS,EC,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
402 Grand St,# 436,Y,N,Jersey City,,N,US,Hudson,501,Y,Y,--,24HOURS,Y,40.717091,-74.052378,Y,Y,24HOURS,201-309-0777,7302,334706,24HOURS,FS,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
177 Washington Ave,,Y,N,Nutley,,N,US,ESSEX,501,N,Y,908-221-1308,24HOURS,Y,40.812233,-74.145219,Y,Y,24HOURS,973-235-9827,7110,301274,24HOURS,FS,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
737 4th Avenue,,Y,N,Brooklyn,,Y,US,KINGS,501,Y,Y,718-832-0844,24HOURS,Y,40.66051,-73.99759,Y,Y,24HOURS,718-369-4258,11232,335532,24HOURS,FS,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
1410 Avenue J,,Y,N,Brooklyn,,Y,US,KINGS,501,N,Y,--,05:00-00:00,Y,40.625075,-73.96197,Y,Y,05:00-00:00,718-252-1312,11230,307515,05:00-00:00,IN,NY,05:00-00:00,05:00-00:00,05:00-00:00,Y,05:00-00:00,Y
1500 State Highway Route 46,,Y,N,Little Falls,MOB,N,US,Passaic,501,N,Y,--,05:00-00:00,Y,40.884344,-74.211827,Y,Y,05:00-00:00,973-785-4050,7424,343175,05:00-00:00,GC,NJ,06:00-21:00,05:00-00:00,05:00-00:00,Y,05:00-00:00,E
2302 Knapp St # 2310,,Y,N,Brooklyn,,Y,US,KINGS,501,N,Y,--,24HOURS,Y,40.596574,-73.933584,Y,Y,24HOURS,718-332-6152,11229,339914,24HOURS,SE,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
Plaza 46 West,,Y,N,West Paterson,,N,US,Passaic,501,N,Y,--,05:00-22:00,Y,40.887515,-74.216972,Y,Y,05:00-22:00,973-256-4811,7424,308632,05:00-22:00,IN,NJ,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
739 Bergen Ave,,Y,N,Jersey City,,N,US,Hudson,501,N,Y,--,05:00-22:00,Y,40.72497,-74.068929,Y,Y,05:00-21:00,201-332-8033,7306,343188,05:00-22:00,SI,NJ,05:00-21:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
560 Route 23,,Y,N,Pompton Plains,,Y,US,Morris,501,N,Y,973-248-3381,24HOURS,Y,40.96927,-74.285224,Y,Y,24HOURS,973-248-3380,7444,337568,24HOURS,EC,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
833 4th Ave,Hess,Y,N,Brooklyn,HES,N,US,Kings,501,N,Y,--,05:00-23:00,,40.657313,-74.000675,Y,Y,05:00-23:00,718-788-2452,11232,351184,05:00-23:00,GC,NY,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,N
1510 Elm Avenue,,Y,N,Brooklyn,,Y,US,KINGS,501,N,Y,718-449-1195,24HOURS,Y,40.617853,-73.959679,Y,Y,24HOURS,718-627-0667,11230,340464,24HOURS,SI,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,N
2168 86th St,,Y,N,Brooklyn,,N,US,Kings,501,N,Y,--,05:00-00:00,Y,40.60224,-73.94438,Y,Y,05:00-00:00,718-758-5140,11214,350778,05:00-00:00,SI,NY,05:00-00:00,05:00-00:00,05:00-00:00,Y,05:00-00:00,Y
206 Ridge Rd,,Y,N,North Arlington,,N,US,BERGEN,501,N,Y,--,04:30-23:30,Y,40.788122,-74.133181,Y,Y,04:30-23:30,201-998-1441,7031,300919,04:30-23:30,FS,NJ,04:30-23:30,04:30-23:30,04:30-23:30,Y,04:30-23:30,Y
60 Riverview Drive,,Y,N,Wayne,,N,US,PASSAIC,501,N,Y,--,24HOURS,Y,40.912371,-74.242534,Y,Y,24HOURS,973-633-9992,7470,334726,24HOURS,GC,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
1903 Kings Hwy,,Y,N,Brooklyn,,Y,US,Kings,501,N,Y,212-737-4957,24HOURS,Y,40.610462,-73.954441,Y,Y,24HOURS,718-998-0991,11229,344544,24HOURS,SI,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
126 35th St,,Y,N,Brooklyn,,Y,US,Kings,501,Y,Y,718-832-0844,24HOURS,Y,40.655702,-74.005765,Y,Y,24HOURS,718-499-9055,11232,340575,24HOURS,FS,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
2801 Knapp St,,Y,N,Brooklyn,,N,US,Kings,501,N,Y,--,05:00-00:00,Y,40.586275,-73.931071,Y,Y,05:00-00:00,718-615-3184,11235,347950,05:00-00:00,EC,NY,05:00-00:00,05:00-00:00,05:00-00:00,Y,05:00-00:00,Y
2501 Avenue U,,Y,N,Brooklyn,,N,US,Kings,501,N,Y,--,05:00-23:00,Y,40.60007,-73.9467,Y,Y,05:00-23:00,718-332-8918,11229,349734,05:00-23:00,SE,NY,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,Y
1957 Route 23 S,,Y,N,Wayne,,Y,US,Passaic,501,Y,Y,--,05:00-23:00,Y,40.949763,-74.276945,Y,Y,05:00-23:00,973-872-7200,7470,345596,05:00-23:00,EC,NJ,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,Y
3701 Nostrand Ave,,Y,N,Brooklyn,,Y,US,Kings,501,N,Y,718-743-6555,05:00-00:00,Y,40.593593,-73.940374,Y,Y,05:00-00:00,718-743-6555,11235,340439,05:00-00:00,IN,NY,05:00-00:00,05:00-00:00,05:00-00:00,Y,05:00-00:00,N
1080 McDonald Ave,Shop Rite,Y,N,Brooklyn,SR,N,US,Kings,501,N,Y,--,06:00-22:00,N,40.626648,-73.976597,Y,Y,06:00-22:00,--,11230,345997,06:00-22:00,SU,NY,06:00-22:00,06:00-22:00,06:00-22:00,Y,06:00-22:00,E
1775 Coney Island Ave,,,N,Brooklyn,BP,N,US,Kings,501,N,Y,--,05:00-23:00,Y,40.61411,-73.963148,Y,Y,05:00-23:00,917-566-7123,11230,351643,05:00-23:00,GC,NY,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,N
1691 E 16th St,,Y,N,Brooklyn,,N,US,KINGS,501,N,Y,--,05:30-22:00,Y,40.60838,-73.95728,Y,Y,05:30-22:00,718-375-0887,11229,331356,06:00-20:00,IN,NY,06:00-20:00,05:30-22:00,05:30-22:00,Y,05:30-22:00,E
29 Schuyler Ave,,Y,N,North Arlington,,N,US,Bergen,501,N,Y,201-896-1151,24HOURS,Y,40.778529,-74.129933,Y,Y,24HOURS,201-991-1104,7031,349151,24HOURS,EC,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
1422 Kings Hwy,,Y,N,Brooklyn,,N,US,Kings,501,N,Y,--,24HOURS,Y,40.60864,-73.95843,Y,Y,24HOURS,718-998-2632,11229,304397,24HOURS,IN,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
410 Minnisink Rd,,Y,N,Totowa,,Y,US,PASSAIC,501,Y,Y,973-890-4406,24HOURS,Y,40.896191,-74.234975,Y,Y,24HOURS,973-890-4405,7512,339775,24HOURS,FS,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
57 E Main St,,Y,N,Little Falls,,N,US,Passaic,501,N,Y,973-239-2442,05:00-22:00,Y,40.879398,-74.222187,Y,Y,05:00-22:00,973-890-9458,7424,308576,05:00-22:00,IN,NJ,05:00-22:00,05:00-22:00,05:00-22:00,Y,05:00-22:00,Y
364 Main St,,Y,N,Belleville,,N,US,Essex,501,N,Y,--,24HOURS,Y,40.79153,-74.145707,Y,Y,24HOURS,973-759-3383,7109,348643,24HOURS,EC,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
1467 Route 23,,Y,N,Wayne,,Y,US,Passaic,501,N,Y,--,05:00-23:00,Y,40.934373,-74.26984,Y,Y,05:00-23:00,973-628-0434,7470,346755,05:00-23:00,IN,NJ,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,Y
1815 Avenue U,,Y,N,Brooklyn,BRD,Y,US,Kings,501,N,Y,--,24HOURS,Y,40.599318,-73.952901,Y,Y,24HOURS,718-336-7414,11229,338749,24HOURS,IN,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
934 Kings Hwy,,Y,N,Brooklyn,,N,US,Kings,501,N,Y,18--39--258,24HOURS,Y,40.606942,-73.962727,Y,Y,24HOURS,718-627-2450,11229,361797,24HOURS,SE,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
580 US Highway 46,,Y,N,Totowa,,N,US,Passaic,501,Y,Y,--,24HOURS,Y,40.894639,-74.239058,Y,Y,24HOURS,973-785-3143,7512,301653,24HOURS,FS,NJ,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
4912 Fort Hamilton Pkwy,,Y,N,Brooklyn,,N,US,Kings,501,N,Y,--,24HOURS,Y,40.63848,-73.99768,Y,Y,24HOURS,347-492-4294,11219,349768,24HOURS,SI,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
47 Main St,,Y,N,Bloomingdale,,N,US,Passaic,501,N,Y,973-872-4648,05:00-21:00,Y,41.001986,-74.32676,Y,Y,05:00-21:00,973-492-0291,7403,308348,06:00-21:00,EC,NJ,06:00-20:00,05:00-21:00,05:00-21:00,Y,05:00-21:00,Y
946 Passaic Ave,,Y,N,Kearny,,N,US,Hudson,501,N,Y,--,05:00-23:00,Y,40.784452,-74.146814,Y,Y,05:00-23:00,201-246-4354,7032,344291,05:00-23:00,FS,NJ,05:00-23:00,05:00-23:00,05:00-23:00,Y,05:00-23:00,Y
511 West Side Ave,,Y,N,Jersey City,,N,US,HUDSON,501,N,Y,--,04:00-23:00,Y,40.718371,-74.083818,Y,Y,04:00-23:00,201-434-5355,7304,341667,,EC,NJ,,04:00-23:00,04:00-23:00,Y,04:00-23:00,Y
407 Ave P,,Y,N,Brooklyn,,N,US,Kings,501,N,Y,718-513-1668,24HOURS,Y,40.609056,-73.972424,Y,Y,24HOURS,718-513-1668,11223,345748,24HOURS,SI,NY,24HOURS,24HOURS,24HOURS,Y,24HOURS,Y
